schedule_name,state_order,state_id,st_id,op_index,category,category_label,callee,node_text
bop_step_kernel_n200_s1,3,3,3,4,spec_interface,SpecInterface,,"entry:3 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %gmem1, void @empty_21, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_1, void @empty_0, void @empty_22, i32 16, i32 16, i32 16, i32 16, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,5,spec_bits,SpecBitsMap,,"entry:4 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i64 %gmem1"
bop_step_kernel_n200_s1,3,3,3,6,spec_interface,SpecInterface,,"entry:5 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i512 %gmem2, void @empty_21, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_2, void @empty_0, void @empty_22, i32 16, i32 16, i32 16, i32 16, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,7,spec_bits,SpecBitsMap,,"entry:6 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i512 %gmem2"
bop_step_kernel_n200_s1,3,3,3,8,spec_interface,SpecInterface,,"entry:7 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %state, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_20, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,9,spec_interface,SpecInterface,,"entry:8 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %state, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,10,spec_interface,SpecInterface,,"entry:9 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %params, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_17, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,11,spec_interface,SpecInterface,,"entry:10 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %params, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,12,spec_bits,SpecBitsMap,,"entry:11 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i64 %Ts_HX1_L"
bop_step_kernel_n200_s1,3,3,3,13,spec_interface,SpecInterface,,"entry:12 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Ts_HX1_L, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_16, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,14,spec_interface,SpecInterface,,"entry:13 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Ts_HX1_L, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,15,spec_bits,SpecBitsMap,,"entry:14 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i64 %Tss_HX1_0"
bop_step_kernel_n200_s1,3,3,3,16,spec_interface,SpecInterface,,"entry:15 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tss_HX1_0, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_15, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,17,spec_interface,SpecInterface,,"entry:16 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tss_HX1_0, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,18,spec_bits,SpecBitsMap,,"entry:17 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i64 %Tss_HX2_L"
bop_step_kernel_n200_s1,3,3,3,19,spec_interface,SpecInterface,,"entry:18 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tss_HX2_L, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_14, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,20,spec_interface,SpecInterface,,"entry:19 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tss_HX2_L, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,21,spec_bits,SpecBitsMap,,"entry:20 %specbitsmap_ln0 = specbitsmap void @_ssdm_op_SpecBitsMap, i64 %Tsss_HX2_0"
bop_step_kernel_n200_s1,3,3,3,22,spec_interface,SpecInterface,,"entry:21 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tsss_HX2_0, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_13, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,23,spec_interface,SpecInterface,,"entry:22 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %Tsss_HX2_0, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,24,spec_interface,SpecInterface,,"entry:23 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %boundary_out, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_12, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,25,spec_interface,SpecInterface,,"entry:24 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i64 %boundary_out, void @empty_18, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_22, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_19, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,26,spec_interface,SpecInterface,,"entry:25 %specinterface_ln0 = specinterface void @_ssdm_op_SpecInterface, i32 0, void @empty_3, i32 0, i32 0, void @empty_22, i32 0, i32 0, void @empty_4, void @empty_22, void @empty_22, i32 0, i32 0, i32 0, i32 0, void @empty_22, void @empty_22, i32 4294967295, i32 0"
bop_step_kernel_n200_s1,3,3,3,27,user_call,User call,bop_step_kernel_impl,"entry:33 %call_ln1138 = call void @bop_step_kernel_impl<200, 1>, i64 %gmem0, i64 %state_read, i64 %gmem1, i64 %params_read, i64 %Ts_HX1_L_read, i64 %Tss_HX1_0_read, i64 %Tss_HX2_L_read, i64 %Tsss_HX2_0_read, i512 %gmem2, i64 %boundary_out_read, i6 %pow_reduce_anonymous_namespace_log_inverse_lut_table_pow_0_5_64_array, i109 %pow_reduce_anonymous_namespace_log0_lut_table_array, i105 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_4_4_16_array, i102 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_7_6_64_array, i97 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_12_6_64_array, i92 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_17_6_64_array, i87 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_22_6_64_array, i82 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_27_6_64_array, i77 %pow_reduce_anonymous_namespace_log_lut_table_ap_fixed_32_6_64_array, i58 %pow_reduce_anonymous_namespace_table_exp_Z1_ap_ufixed_array, i26 %pow_reduce_anonymous_namespace_table_f_Z3_ap_ufixed_array, i42 %pow_reduce_anonymous_namespace_table_f_Z2_ap_ufixed_array"
bop_step_kernel_n200_s1,3,3,3,28,other,Other,,entry:34 %ret_ln1139 = ret
